State,Year,Quarter,Colonies at BQ,Max Colonies,Lost Colonies,Percent Lost,Added Colonies,Renovated Colonies,Percent Renovated,Varroa Mites,Others pests/parasites,Disease,Pesticides,Other,Unknown
Arizona,2023,4,28000,28000,5500,0.2,3200,700,0.03,0.248,0,0,0.007,0.01,0.169
Arkansas,2015,4,23000,27000,2400,0.09,1900,0,0,0.381,0.097,0.001,0.082,0.085,0.006
Arkansas,2016,4,28000,28000,2500,0.09,20,10,0.005,0.211,0.048,0.005,0.013,0.011,0.033
Arkansas,2017,4,25000,25000,7500,0.3,2500,440,0.02,0.375,0.292,0.266,0.31,0.241,0.004
Arkansas,2018,4,30000,31000,6000,0.19,110,230,0.01,0.828,0.071,0,0.735,0.053,0.022
Arkansas,2019,4,19000,19500,1600,0.08,430,310,0.02,0.477,0.397,0.014,0.078,0.125,0.328
Arkansas,2020,4,22000,23000,2100,0.09,380,780,0.03,0.431,0.129,0.017,0.128,0.059,0.057
Arkansas,2021,4,18000,18000,480,0.03,920,100,0.01,0.357,0.282,0,0.256,0.006,0.007
Arkansas,2022,4,12500,22000,940,0.04,110,30,0.005,0.099,0.027,0.005,0.005,0.005,0.006
Arkansas,2023,4,37000,37000,3100,0.08,330,10,0.005,0.608,0.096,0.085,0.083,0.006,0.026
California,2015,4,750000,1260000,149000,0.12,39000,75000,0.06,0.373,0.127,0.062,0.117,0.105,0.073
California,2016,4,770000,1330000,205000,0.15,40000,35000,0.03,0.419,0.137,0.08,0.091,0.096,0.035
California,2017,4,680000,1200000,155000,0.13,90000,104000,0.09,0.479,0.141,0.074,0.17,0.171,0.063
California,2018,4,680000,1200000,170000,0.14,86000,46000,0.04,0.441,0.166,0.098,0.116,0.093,0.071
California,2019,4,700000,1300000,136000,0.1,160000,37000,0.03,0.405,0.109,0.052,0.113,0.08,0.05
California,2020,4,700000,1400000,164000,0.12,120000,58000,0.04,0.455,0.111,0.071,0.048,0.042,0.04
California,2021,4,640000,1210000,50000,0.04,15000,29000,0.02,0.146,0.048,0.037,0.019,0.028,0.02
California,2022,4,660000,1050000,60000,0.06,30000,58000,0.06,0.486,0.248,0.188,0.19,0.271,0.034
California,2023,4,570000,1000000,64000,0.06,60000,52000,0.05,0.337,0.038,0.034,0.024,0.032,0.029
Colorado,2015,4,24000,24000,2500,0.1,3400,0,0,0.476,0.244,0.212,0.197,0.084,0.018
Colorado,2016,4,30000,30000,4500,0.15,2500,0,0,0.324,0.013,0.001,0.031,0.13,0.001
Colorado,2017,4,34000,34000,7000,0.21,1500,4000,0.12,0.302,0.007,0.002,0.2,0.155,0.053
Colorado,2018,4,30000,30000,3500,0.12,370,10,0.005,0.732,0.059,0.01,0.005,0.061,0.012
Colorado,2019,4,27000,27000,8000,0.3,1100,440,0.02,0.677,0.015,0,0.153,0.026,0.008
Colorado,2020,4,19000,19000,5000,0.26,930,20,0.005,0.149,0,0.005,0,0.009,0.015
Colorado,2021,4,12000,13000,1600,0.12,200,0,0.005,0.046,0.005,0,0.005,0.026,0.037
Colorado,2022,4,18000,20000,2000,0.1,1100,70,0.005,0.053,0.005,0.005,0.005,0.005,0.045
Colorado,2023,4,15500,15500,980,0.06,0,180,0.01,0.114,0,0,0,0.007,0.053
Connecticut,2015,4,3200,3200,210,0.07,40,70,0.02,0.105,0.017,0.005,0.011,0.034,0.02
Connecticut,2016,4,3100,3100,240,0.08,0,0,0,0.147,0.066,0.011,0.01,0.058,0.032
Connecticut,2017,4,4000,4000,330,0.08,190,110,0.03,0.364,0.028,0,0.006,0.016,0.016
Connecticut,2018,4,3500,3500,220,0.06,0,60,0.02,0.125,0.036,0.023,0.009,0.042,0.023
Connecticut,2019,4,3800,4000,300,0.08,10,50,0.01,0.222,0.111,0.024,0,0.017,0.016
Connecticut,2020,4,4300,4600,500,0.11,20,20,0.005,0.494,0.009,0.001,0,0.043,0.082
Connecticut,2021,4,4000,4000,180,0.05,140,130,0.03,0.206,0.006,0.006,0.006,0.006,0.028
Connecticut,2022,4,4100,4100,330,0.08,20,40,0.01,0.128,0.023,0.005,0.007,0.012,0.006
Connecticut,2023,4,4100,4100,480,0.12,0,10,0.005,0.05,0.005,0,0,0.036,0.015
Florida,2015,4,220000,260000,37000,0.14,30000,28000,0.11,0.273,0.184,0.025,0.068,0.03,0.042
Florida,2016,4,255000,300000,41000,0.14,31000,11500,0.04,0.309,0.271,0.077,0.17,0.136,0.065
Florida,2017,4,180000,240000,50000,0.21,55000,36000,0.15,0.414,0.168,0.075,0.104,0.076,0.262
Florida,2018,4,240000,290000,43000,0.15,53000,20000,0.07,0.467,0.224,0.09,0.141,0.08,0.067
Florida,2019,4,270000,300000,30000,0.1,28000,15000,0.05,0.435,0.256,0.078,0.117,0.078,0.048
Florida,2020,4,240000,290000,29000,0.1,50000,17500,0.06,0.457,0.217,0.104,0.196,0.023,0.075
Florida,2021,4,255000,310000,38000,0.12,20000,11000,0.04,0.289,0.19,0.059,0.091,0.088,0.136
Florida,2022,4,270000,300000,61000,0.2,30000,40000,0.13,0.332,0.147,0.035,0.142,0.078,0.07
Florida,2023,4,305000,335000,33000,0.1,22000,19500,0.06,0.387,0.149,0.041,0.303,0.174,0.141
Georgia,2015,4,110000,121000,18000,0.15,4400,1900,0.02,0.435,0.139,0.053,0.045,0.037,0.013
Georgia,2016,4,96000,112000,11000,0.1,12000,450,0.005,0.436,0.086,0.037,0.076,0.041,0.025
Georgia,2017,4,125000,145000,21000,0.14,4300,2200,0.02,0.568,0.151,0.123,0.153,0.036,0.046
Georgia,2018,4,148000,164000,19500,0.12,6500,49000,0.3,0.414,0.174,0.092,0.069,0.056,0.078
Georgia,2019,4,119000,131000,20000,0.15,10500,10500,0.08,0.343,0.182,0.056,0.091,0.026,0.044
Georgia,2020,4,165000,174000,30000,0.17,11000,11000,0.06,0.355,0.129,0.018,0.075,0.019,0.067
Georgia,2021,4,131000,132000,24000,0.18,12500,12000,0.09,0.41,0.247,0.005,0.078,0.057,0.072
Georgia,2022,4,109000,133000,30000,0.23,18000,17000,0.13,0.335,0.115,0.033,0.037,0.085,0.021
Georgia,2023,4,127000,140000,25000,0.18,4000,15500,0.11,0.42,0.158,0.032,0.029,0.188,0.101
Idaho,2015,4,121000,145000,22000,0.15,5500,5500,0.04,0.389,0.006,0.043,0.04,0.028,0.045
Idaho,2016,4,121000,143000,15500,0.11,5000,420,0.005,0.319,0.008,0.048,0.002,0.042,0.03
Idaho,2017,4,113000,164000,9000,0.05,10000,5000,0.03,0.34,0.169,0.177,0.149,0.017,0.002
Idaho,2018,4,99000,159000,15000,0.09,9000,910,0.01,0.649,0.474,0.096,0.159,0.07,0.045
Idaho,2019,4,111000,196000,15500,0.08,1800,1000,0.01,0.203,0.043,0.054,0.105,0.099,0.011
Idaho,2020,4,94000,180000,19000,0.11,8000,1700,0.01,0.521,0.089,0.043,0.048,0.048,0.054
Idaho,2021,4,141000,230000,22000,0.1,250,4300,0.02,0.581,0.08,0.049,0.12,0.04,0.112
Idaho,2022,4,99000,154000,22000,0.14,40000,6000,0.04,0.178,0.028,0.022,0.041,0.02,0.108
Idaho,2023,4,148000,215000,4000,0.02,1400,5000,0.02,0.553,0.01,0.102,0.083,0.008,0.012
Illinois,2015,4,14000,14000,690,0.05,0,30,0.005,0.094,0.025,0.003,0.009,0.01,0.031
Illinois,2016,4,9000,9000,720,0.08,0,0,0,0.278,0.117,0.012,0.056,0.039,0.048
Illinois,2017,4,13500,13500,1800,0.13,140,460,0.03,0.289,0.102,0.008,0.079,0.049,0.049
Illinois,2018,4,12000,12000,1400,0.12,600,350,0.03,0.272,0.131,0.024,0.028,0.069,0.057
Illinois,2019,4,13000,13000,1700,0.13,1000,1500,0.12,0.289,0.273,0.011,0.034,0.089,0.089
Illinois,2020,4,13000,13000,1700,0.13,330,410,0.03,0.264,0.098,0.011,0.029,0.027,0.069
Illinois,2021,4,12500,12500,1300,0.1,180,810,0.06,0.319,0.091,0.024,0.014,0.023,0.072
Illinois,2022,4,10000,11000,1600,0.15,80,460,0.04,0.252,0.09,0.003,0.042,0.023,0.089
Illinois,2023,4,10500,11000,740,0.07,200,210,0.02,0.323,0.158,0.005,0.058,0.028,0.047
Indiana,2015,4,11500,11500,1100,0.1,140,0,0,0.151,0.005,0.063,0.001,0.006,0.037
Indiana,2016,4,7500,7500,1200,0.16,20,0,0,0.282,0.096,0.002,0.014,0.01,0.038
Indiana,2017,4,11500,11500,1700,0.15,320,100,0.01,0.235,0.056,0.017,0.007,0.039,0.08
Indiana,2018,4,9000,9000,3300,0.37,40,1200,0.13,0.513,0.213,0.238,0.646,0.354,0.023
Indiana,2019,4,17500,17500,1300,0.07,160,180,0.01,0.207,0.15,0.026,0.067,0.016,0.006
Indiana,2020,4,10000,11000,930,0.08,240,260,0.02,0.263,0.041,0.005,0.019,0.024,0.057
Indiana,2021,4,14500,14500,1700,0.12,130,2400,0.17,0.436,0.196,0.113,0.213,0.015,0.019
Indiana,2022,4,12500,12500,2200,0.18,300,1200,0.1,0.431,0.234,0.182,0.207,0.171,0.148
Indiana,2023,4,15000,15000,4100,0.27,150,620,0.04,0.475,0.328,0.058,0.084,0.02,0.005
Iowa,2015,4,35000,35000,4300,0.12,40,30,0.005,0.534,0.009,0.006,0.064,0.248,0.014
Iowa,2016,4,54000,54000,4700,0.09,0,20,0.005,0.187,0.098,0.089,0.09,0.114,0.063
Iowa,2017,4,45000,45000,6500,0.14,250,3400,0.08,0.61,0.255,0.123,0.326,0.179,0.055
Iowa,2018,4,21000,21000,4200,0.2,630,80,0.005,0.551,0.272,0.089,0.316,0.294,0.056
Iowa,2019,4,32000,32000,7500,0.23,1500,530,0.02,0.61,0.178,0.056,0.252,0.197,0.042
Iowa,2020,4,38000,38000,4800,0.13,700,850,0.02,0.398,0.009,0.026,0.005,0.018,0.014
Iowa,2021,4,51000,51000,4000,0.08,170,90,0.005,0.179,0.012,0.009,0.17,0.01,0.017
Iowa,2022,4,15500,51000,1700,0.03,80,90,0.005,0.067,0.013,0.009,0.023,0.014,0.029
Iowa,2023,4,70000,70000,1700,0.02,530,120,0.005,0.191,0.121,0.005,0.121,0.009,0.005
Kansas,2015,4,8500,8500,3400,0.4,50,20,0.005,0.445,0.248,0.002,0.251,0.339,0.19
Kansas,2016,4,5000,5000,1300,0.26,200,0,0,0.292,0.083,0.003,0.031,0.051,0.014
Kansas,2017,4,6500,6500,830,0.13,140,40,0.01,0.179,0.077,0.033,0.086,0.006,0.102
Kansas,2018,4,5500,5500,1000,0.18,420,10,0.005,0.62,0.313,0.26,0.437,0.016,0.264
Kansas,2019,4,4800,4900,650,0.13,190,460,0.09,0.658,0.15,0.119,0.434,0.004,0.144
Kansas,2020,4,6000,7000,2400,0.34,460,170,0.02,0.377,0.303,0.012,0.333,0.264,0.259
Kansas,2021,4,8000,8000,2100,0.26,140,50,0.01,0.305,0.201,0.015,0.155,0.146,0.139
Kansas,2022,4,6000,6000,860,0.14,100,130,0.02,0.7,0.027,0,0.008,0.301,0.018
Kansas,2023,4,3300,3300,800,0.24,110,40,0.01,0.636,0.514,0,0.432,0.415,0.413
Kentucky,2015,4,8500,8500,1100,0.13,20,10,0.005,0.222,0.148,0.004,0.098,0.072,0.017
Kentucky,2016,4,7500,7500,950,0.13,60,80,0.01,0.482,0.223,0.033,0.03,0.103,0.057
Kentucky,2017,4,7500,7500,870,0.12,50,120,0.02,0.543,0.244,0.005,0.065,0.056,0.191
Kentucky,2018,4,7000,7000,2000,0.29,60,430,0.06,0.571,0.419,0.012,0.068,0.055,0.043
Kentucky,2019,4,8500,8500,410,0.05,190,170,0.02,0.33,0.201,0.002,0.053,0.12,0.099
Kentucky,2020,4,11500,11500,1100,0.1,380,520,0.05,0.238,0.088,0,0,0.082,0.09
Kentucky,2021,4,10500,10500,880,0.08,120,460,0.04,0.541,0.39,0.023,0.005,0.132,0.12
Kentucky,2022,4,13500,15500,2300,0.15,130,630,0.04,0.203,0.052,0,0.005,0.066,0.102
Kentucky,2023,4,8000,8000,860,0.11,270,660,0.08,0.287,0.109,0,0.118,0.047,0.032
Louisiana,2015,4,55000,71000,4900,0.07,1100,2400,0.03,0.109,0.01,0.005,0.006,0.024,0.002
Louisiana,2016,4,48000,57000,2000,0.04,250,340,0.01,0.029,0.01,0.01,0.001,0.007,0.012
Louisiana,2017,4,58000,60000,2700,0.05,390,1900,0.03,0.315,0.266,0.003,0.006,0.021,0.104
Louisiana,2018,4,50000,52000,2600,0.05,130,200,0.005,0.166,0.067,0.003,0.059,0.01,0.017
Louisiana,2019,4,41000,46000,2300,0.05,70,80,0.005,0.33,0.185,0.035,0.007,0.061,0.009
Louisiana,2020,4,46000,52000,1700,0.03,30,620,0.01,0.222,0.029,0,0.005,0.029,0.005
Louisiana,2021,4,30000,36000,2800,0.08,1400,1300,0.04,0.282,0.054,0,0.005,0.005,0.053
Louisiana,2022,4,32000,34000,3100,0.09,170,640,0.02,0.185,0.091,0.012,0.021,0.052,0.009
Louisiana,2023,4,39000,44000,1700,0.04,1100,3200,0.07,0.101,0.011,0,0.011,0.017,0.014
Maine,2015,4,4700,4700,60,0.01,530,20,0.005,0.18,0.002,0.005,0.005,0.001,0.004
Maine,2016,4,3500,3500,280,0.08,0,0,0,0.107,0.008,0.001,0,0.058,0.001
Maine,2017,4,5500,6000,60,0.01,220,110,0.02,0.249,0.062,0.004,0,0.006,0
Maine,2018,4,12000,12000,1400,0.12,210,880,0.07,0.093,0.051,0.005,0,0.012,0.001
Maine,2019,4,11500,11500,770,0.07,110,40,0.005,0.205,0,0.001,0.025,0.003,0.002
Maine,2020,4,9000,9000,100,0.01,180,250,0.03,0.308,0.005,0.005,0,0.012,0.006
Maine,2021,4,5500,5500,700,0.13,70,160,0.03,0.293,0.181,0,0,0.152,0.02
Maine,2022,4,4900,4900,150,0.03,0,60,0.01,0.09,0.023,0,0.081,0,0.007
Maine,2023,4,4300,4300,220,0.05,260,60,0.01,0.233,0.038,0.001,0,0.005,0.028
Maryland,2015,4,7500,9500,730,0.08,0,0,0,0.056,0.02,0.001,0.005,0.002,0.043
Maryland,2016,4,7500,9500,500,0.05,20,30,0.005,0.238,0.083,0.045,0.046,0.058,0.006
Maryland,2017,4,8000,10500,1300,0.12,20,410,0.04,0.079,0.031,0.002,0.011,0.018,0.078
Maryland,2018,4,7000,9000,690,0.08,60,90,0.01,0.166,0.053,0.003,0.012,0.049,0.017
Maryland,2019,4,6500,8000,1100,0.14,390,420,0.05,0.126,0.045,0.018,0,0.003,0.05
Maryland,2020,4,6000,8000,980,0.12,60,460,0.06,0.275,0.018,0.015,0.007,0.062,0.021
Maryland,2021,4,5500,6000,720,0.12,1200,0,0,0.212,0.122,0.005,0,0.031,0.007
Maryland,2022,4,4900,5000,520,0.1,1400,20,0.005,0.409,0.109,0.009,0.006,0.134,0.022
Maryland,2023,4,4400,6500,1900,0.29,500,340,0.05,0.338,0.19,0,0,0.005,0.031
Massachusetts,2015,4,4500,4500,260,0.06,30,30,0.01,0.314,0.016,0.062,0.019,0.026,0.011
Massachusetts,2016,4,8000,8000,740,0.09,0,0,0,0.061,0.026,0.004,0.004,0.007,0.042
Massachusetts,2017,4,6000,6000,1100,0.18,120,550,0.09,0.132,0.012,0.067,0.027,0.015,0.003
Massachusetts,2018,4,4900,4900,650,0.13,110,320,0.07,0.332,0.092,0.081,0.094,0.034,0.053
Massachusetts,2019,4,5000,5000,1200,0.24,60,130,0.03,0.076,0.002,0.008,0,0.011,0.107
Massachusetts,2020,4,10000,10000,390,0.04,270,90,0.01,0.174,0.012,0.005,0.005,0.005,0.009
Massachusetts,2021,4,10500,10500,290,0.03,20,50,0.005,0.054,0.005,0.005,0,0.005,0.006
Massachusetts,2022,4,6000,6000,260,0.04,140,160,0.03,0.298,0.007,0.03,0.015,0.106,0.02
Massachusetts,2023,4,5500,5500,590,0.11,40,70,0.01,0.088,0.006,0.046,0.005,0.005,0.005
Michigan,2015,4,67000,73000,9000,0.12,210,1600,0.02,0.302,0.041,0.005,0.041,0.032,0.037
Michigan,2016,4,101000,101000,12500,0.12,10,130,0.005,0.239,0.015,0.001,0.027,0.04,0.006
Michigan,2017,4,88000,88000,11500,0.13,990,1900,0.02,0.538,0.136,0.053,0.236,0.015,0.02
Michigan,2018,4,77000,77000,6000,0.08,3900,1800,0.02,0.52,0.312,0.156,0.151,0.024,0.066
Michigan,2019,4,84000,84000,6500,0.08,820,1500,0.02,0.37,0.097,0.092,0.083,0.011,0.038
Michigan,2020,4,97000,101000,10500,0.1,2400,1600,0.02,0.429,0.054,0.053,0.031,0.036,0.043
Michigan,2021,4,105000,105000,6000,0.06,140,2200,0.02,0.087,0.022,0,0.031,0.009,0.015
Michigan,2022,4,73000,73000,5500,0.08,8500,700,0.01,0.249,0.043,0.063,0.015,0.026,0.053
Michigan,2023,4,75000,75000,7500,0.1,260,3200,0.04,0.133,0.022,0.031,0.023,0.092,0.023
Minnesota,2015,4,104000,105000,10000,0.1,600,40,0.005,0.436,0.087,0.084,0.25,0.038,0.089
Minnesota,2016,4,113000,114000,13500,0.12,0,0,0,0.275,0.077,0.031,0.176,0.05,0.089
Minnesota,2017,4,98000,98000,7000,0.07,1900,450,0.005,0.629,0.04,0.042,0.398,0.072,0.031
Minnesota,2018,4,84000,86000,11500,0.13,2500,590,0.01,0.284,0.052,0.042,0.079,0.038,0.024
Minnesota,2019,4,97000,97000,15500,0.16,3400,60,0.005,0.373,0.078,0.012,0.061,0.018,0.04
Minnesota,2020,4,99000,105000,9500,0.09,1200,340,0.005,0.172,0.016,0.01,0.192,0.018,0.026
Minnesota,2021,4,100000,100000,10500,0.11,4900,350,0.005,0.08,0.005,0,0.034,0.006,0.014
Minnesota,2022,4,99000,99000,4600,0.05,150,110,0.005,0.091,0.005,0.005,0.03,0.009,0.011
Minnesota,2023,4,57000,57000,6000,0.11,1000,290,0.01,0.259,0.03,0.005,0.092,0.008,0.036
Mississippi,2015,4,31000,34000,1500,0.04,500,230,0.01,0.106,0.025,0.003,0.005,0.007,0.013
Mississippi,2016,4,17500,30000,2400,0.08,330,60,0.005,0.219,0.06,0.001,0,0.021,0.028
Mississippi,2017,4,14000,22000,3400,0.15,280,830,0.04,0.193,0.061,0.014,0.015,0.015,0.041
Mississippi,2018,4,14500,25000,2000,0.08,330,50,0.005,0.265,0.067,0.002,0.005,0.03,0.045
Mississippi,2019,4,21000,29000,3400,0.12,350,50,0.005,0.41,0.38,0.041,0.139,0.105,0.052
Mississippi,2020,4,30000,37000,3800,0.1,300,30,0.005,0.078,0.015,0,0.006,0.078,0.059
Mississippi,2021,4,15500,23000,3000,0.13,30,240,0.01,0.278,0.086,0,0.058,0.005,0.083
Mississippi,2022,4,18000,31000,3600,0.12,2900,250,0.01,0.13,0.017,0.005,0.05,0.054,0.047
Mississippi,2023,4,25000,34000,3500,0.1,440,1800,0.05,0.16,0.006,0,0.008,0.129,0.031
Missouri,2015,4,13500,13500,690,0.05,30,40,0.005,0.028,0.06,0.033,0.001,0.008,0.015
Missouri,2016,4,9000,9000,590,0.07,1400,640,0.07,0.161,0.126,0.002,0.005,0.015,0.007
Missouri,2017,4,9500,9500,820,0.09,100,230,0.02,0.167,0.142,0.01,0.001,0.042,0.016
Missouri,2018,4,10000,10000,880,0.09,170,150,0.02,0.37,0.1,0.011,0.023,0.019,0.041
Missouri,2019,4,9000,10000,1500,0.15,260,10,0.005,0.192,0.059,0.002,0.001,0.015,0.004
Missouri,2020,4,6500,7000,750,0.11,20,110,0.02,0.131,0.079,0.005,0.005,0.031,0.008
Missouri,2021,4,6000,7500,590,0.08,190,120,0.02,0.173,0.063,0.005,0.011,0.013,0.008
Missouri,2022,4,4900,7000,380,0.05,220,300,0.04,0.125,0.088,0,0,0.022,0.01
Missouri,2023,4,13500,14000,600,0.04,30,750,0.05,0.412,0.097,0.005,0.005,0.047,0.025
Montana,2015,4,116000,123000,10000,0.08,1000,80,0.005,0.355,0.198,0.144,0.114,0.032,0.139
Montana,2016,4,124000,124000,16000,0.13,2700,0,0,0.591,0.394,0.329,0.137,0.333,0.331
Montana,2017,4,115000,121000,13000,0.11,5500,2900,0.02,0.542,0.041,0.031,0.059,0.053,0.041
Montana,2018,4,98000,102000,5500,0.05,3100,500,0.005,0.407,0.13,0.056,0.175,0.029,0.005
Montana,2019,4,71000,79000,7000,0.09,770,4000,0.05,0.157,0.018,0.005,0.008,0.028,0.003
Montana,2020,4,81000,92000,14000,0.15,3500,290,0.005,0.151,0.116,0.116,0.026,0.044,0.06
Montana,2021,4,92000,102000,17000,0.17,3200,8000,0.08,0.272,0.029,0.031,0,0.049,0.005
Montana,2022,4,98000,101000,4500,0.04,2300,6000,0.06,0.278,0.088,0.013,0.073,0.007,0
Montana,2023,4,84000,87000,2600,0.03,420,3300,0.04,0.225,0.005,0.028,0.069,0.019,0.008
Nebraska,2015,4,72000,73000,7000,0.1,10,5500,0.08,0.155,0.005,0.002,0.003,0.004,0.017
Nebraska,2016,4,37000,37000,4300,0.12,190,0,0,0.105,0.014,0.002,0.012,0.004,0.015
Nebraska,2017,4,42000,42000,7500,0.18,80,50,0.005,0.266,0.033,0.041,0.021,0.043,0.115
Nebraska,2018,4,45000,45000,5000,0.11,7000,840,0.02,0.03,0.007,0.007,0.003,0.029,0.01
Nebraska,2019,4,37000,38000,2700,0.07,320,10,0.005,0.058,0.01,0,0.035,0.028,0.064
Nebraska,2020,4,43000,43000,7000,0.16,280,2500,0.06,0.036,0.005,0.005,0.005,0.014,0.063
Nebraska,2021,4,43000,43000,7500,0.17,10,250,0.01,0.28,0.015,0.028,0.042,0.018,0.005
Nebraska,2022,4,29000,47000,5500,0.12,1100,300,0.01,0.314,0.129,0.109,0.005,0,0.074
Nebraska,2023,4,39000,42000,5500,0.13,940,560,0.01,0.156,0.005,0.005,0.006,0.079,0.016
New Jersey,2015,4,8000,8500,270,0.03,20,10,0.005,0.077,0.022,0.005,0.004,0.004,0.012
New Jersey,2016,4,12000,12000,340,0.03,400,0,0,0.286,0.113,0.004,0.019,0.034,0.086
New Jersey,2017,4,15500,15500,1200,0.08,330,270,0.02,0.189,0.068,0.044,0.044,0.033,0
New Jersey,2018,4,15500,15500,1300,0.08,30,80,0.01,0.14,0.032,0.001,0,0.054,0.003
New Jersey,2019,4,15500,15500,220,0.01,60,80,0.01,0.025,0.009,0,0,0.013,0.005
New Jersey,2020,4,18000,18000,310,0.02,2000,480,0.03,0.068,0.021,0.005,0.006,0.002,0.007
New Jersey,2021,4,19500,19500,430,0.02,350,0,0,0.086,0.059,0.005,0,0.005,0.005
New Jersey,2022,4,20000,20000,1000,0.05,730,70,0.005,0.15,0.061,0.005,0.005,0.005,0.041
New Jersey,2023,4,23000,23000,770,0.03,530,120,0.01,0.125,0.028,0.005,0.024,0.005,0.012
New Mexico,2015,4,6000,6000,290,0.05,290,30,0.01,0.309,0.003,0.002,0.084,0.006,0.017
New Mexico,2016,4,7000,7000,1600,0.23,1100,20,0.005,0.462,0.003,0.072,0,0.008,0.003
New Mexico,2017,4,8000,8000,1900,0.24,1700,0,0,0.861,0.003,0,0.103,0.1,0.01
New Mexico,2018,4,8000,8000,3000,0.38,50,0,0,0.813,0.008,0.037,0.001,0.08,0.012
New Mexico,2019,4,6000,6000,70,0.01,30,10,0.005,0.052,0.003,0.004,0,0.026,0
New Mexico,2020,4,2400,3600,190,0.05,80,50,0.01,0.157,0.005,0.01,0,0.02,0.009
New Mexico,2021,4,5500,5500,1900,0.35,2000,0,0,0.656,0.444,0,0.141,0.005,0.007
New Mexico,2022,4,9500,9500,920,0.1,20,180,0.02,0.203,0.05,0.048,0.016,0.014,0.011
New Mexico,2023,4,6500,6500,1100,0.17,30,110,0.02,0.246,0.034,0.041,0.022,0.136,0.038
New York,2015,4,45000,45000,4000,0.09,260,10,0.005,0.245,0.022,0.008,0.009,0.004,0.062
New York,2016,4,48000,49000,9000,0.18,240,130,0.005,0.278,0.022,0.036,0.125,0.022,0.021
New York,2017,4,51000,51000,3900,0.08,820,460,0.01,0.223,0.127,0.08,0.054,0.004,0.026
New York,2018,4,53000,53000,4400,0.08,1000,1500,0.03,0.26,0.045,0.078,0.024,0.078,0.007
New York,2019,4,65000,65000,10000,0.15,630,510,0.01,0.333,0.248,0.03,0.087,0.032,0.04
New York,2020,4,52000,52000,4100,0.08,2400,5000,0.1,0.192,0.072,0.005,0.005,0.045,0.041
New York,2021,4,65000,66000,21000,0.32,440,26000,0.39,0.48,0.345,0.01,0.013,0.136,0.035
New York,2022,4,62000,62000,14000,0.23,740,1600,0.03,0.593,0.388,0.191,0.195,0.411,0.034
New York,2023,4,54000,58000,5000,0.09,420,1300,0.02,0.351,0.185,0.029,0.045,0.158,0.052
North Carolina,2015,4,22000,22000,2200,0.1,510,70,0.005,0.096,0.034,0.005,0.004,0.054,0.034
North Carolina,2016,4,25000,25000,5500,0.22,220,50,0.005,0.24,0.077,0.018,0,0.125,0.013
North Carolina,2017,4,23000,23000,5000,0.22,60,290,0.01,0.642,0.163,0.039,0.015,0.117,0.067
North Carolina,2018,4,16000,16000,2700,0.17,250,300,0.02,0.53,0.104,0.038,0.02,0.111,0.052
North Carolina,2019,4,17500,18000,3200,0.18,240,770,0.04,0.445,0.21,0.045,0.024,0.157,0.117
North Carolina,2020,4,16500,22000,2500,0.11,200,9000,0.41,0.377,0.14,0.005,0.051,0.006,0.019
North Carolina,2021,4,21000,22000,2100,0.1,260,360,0.02,0.241,0.014,0,0.005,0.005,0.051
North Carolina,2022,4,26000,29000,3400,0.12,0,480,0.02,0.135,0.064,0.031,0.036,0.037,0.005
North Carolina,2023,4,25000,27000,2900,0.11,430,500,0.02,0.37,0.065,0.005,0.005,0.009,0.015
North Dakota,2015,4,230000,275000,35000,0.13,2700,9000,0.03,0.108,0.023,0.018,0.015,0.037,0.021
North Dakota,2016,4,385000,390000,44000,0.11,13500,2500,0.01,0.235,0.079,0.015,0.004,0.026,0.022
North Dakota,2017,4,410000,410000,26000,0.06,10000,2900,0.01,0.417,0.165,0.002,0.005,0.009,0.003
North Dakota,2018,4,430000,435000,29000,0.07,7500,1500,0.005,0.295,0.094,0.081,0.106,0.043,0.046
North Dakota,2019,4,420000,420000,27000,0.06,3000,4300,0.01,0.43,0.071,0.018,0.037,0.02,0.017
North Dakota,2020,4,445000,445000,45000,0.1,12500,0,0,0.602,0.005,0.051,0.115,0.011,0.055
North Dakota,2021,4,485000,485000,27000,0.06,11000,8000,0.02,0.28,0.009,0.028,0.005,0.078,0.005
North Dakota,2022,4,385000,390000,39000,0.1,11500,4200,0.01,0.356,0.122,0.016,0.043,0.009,0.025
North Dakota,2023,4,360000,365000,8000,0.02,10000,7500,0.02,0.404,0.016,0.008,0.041,0.065,0
Ohio,2015,4,19000,19000,2400,0.13,200,140,0.01,0.363,0.088,0.02,0.073,0.145,0.021
Ohio,2016,4,19500,19500,2100,0.11,20,140,0.01,0.42,0.181,0.008,0.042,0.112,0.109
Ohio,2017,4,18500,18500,2800,0.15,510,960,0.05,0.453,0.233,0.071,0.064,0.084,0.029
Ohio,2018,4,15500,15500,2100,0.14,170,450,0.03,0.293,0.058,0.001,0.081,0.024,0.099
Ohio,2019,4,19000,19000,2700,0.14,800,390,0.02,0.332,0.056,0.004,0.006,0.033,0.076
Ohio,2020,4,21000,21000,1600,0.08,10,490,0.02,0.424,0.124,0.009,0.064,0.025,0.017
Ohio,2021,4,13500,17000,1600,0.09,300,460,0.03,0.366,0.109,0.005,0.025,0.015,0.066
Ohio,2022,4,17500,17500,920,0.05,700,1200,0.07,0.152,0.082,0.005,0.005,0.022,0.026
Ohio,2023,4,13000,16000,1200,0.08,90,270,0.02,0.344,0.143,0.015,0.025,0.021,0.164
